CompanyName,Symbol,Sector,Keyword,Index
Hdfc Life Ins Co Limited,HDFCLIFE,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK","Hdfc Life, Hdfc Life Ins Co, hdfc life ins co, hdfc life ins co limited, hdfc life insurance company, Hdfc Life Insurance Company, hdfc life insurance company ltd, HDFCLIFE","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500, NIFTY FINANCIAL SERVICES"
Heads Up Ventures Limited,HEADSUP,NS,"Heads Up Ventures, heads up ventures, heads up ventures limited, HEADSUP",NI
Hec Infra Projects Limited,HECPROJECT,NS,"HEC, Hec Infra, Hec Infra Projects, hec infra projects, hec infra projects limited, HECPROJECT",NI
Heg Limited,HEG,NS,"heg, Heg, HEG, heg limited",NIFTY 500
Heidelbergcement (I) Limited,HEIDELBERG,NS,"HEIDELBERG, Heidelberg Cem, HeidelbergCement, heidelbergcement (i), HeidelbergCement (I), heidelbergcement (i) limited, HeidelbergCement India",NI
Hemisphere Prop Ind Limited,HEMIPROP,NS,"HEMIPROP, Hemisphere Prop, hemisphere prop ind, Hemisphere Prop Ind, hemisphere prop ind limited, Hemisphere Properties, Hemisphere Properties India",NI
Heranba Industries Limited,HERANBA,NS,"HERANBA, heranba industries, Heranba Industries, heranba industries limited, Heranba Industries Ltd",NI
Hercules Investments Limited,HERCULES,NS,"HERCULES, hercules investments, Hercules Investments, hercules investments limited, Hercules Investments ltd",NI
Heritage Foods Limited,HERITGFOOD,NS,"Heritage Foods, heritage foods, heritage foods limited, Heritage Foods ltd, HERITGFOOD",NI
Hero Motocorp Limited,HEROMOTOCO,NIFTY AUTO,"Hero Moto, hero motocorp, Hero Motocorp, hero motocorp limited, Hero Motocorp Ltd, hero motocorp ltd, HEROMOTOCO","NIFTY 200, NIFTY 500"
Hester Biosciences Limited,HESTERBIO,NS,"hester biosciences, Hester Biosciences, hester biosciences limited, Hester Biosciences Ltd, Hester Biosciences Ltd(HEST), HESTERBIO",NI
Heubach Colorants Ind Limited,HEUBACHIND,NS,"Heubach Colorants, heubach colorants ind, Heubach Colorants Ind, heubach colorants ind limited, Heubach Colorants India, HEUBACHIND",NI
Hexa Tradex Limited,HEXATRADEX,NS,"hexa tradex, Hexa Tradex, hexa tradex limited, Hexa Tradex Ltd, HEXATRADEX",NI
Hexaware Technologies Limited,HEXT,NIFTY MIDSMALL IT & TELECOM,"Hexaware, Hexaware Tech, hexaware technologies, Hexaware Technologies, hexaware technologies limited, Hexaware Technologies Ltd, HEXT",NIFTY 500
Hfcl Limited,HFCL,NIFTY MIDSMALL IT & TELECOM,"HFCL, hfcl, Hfcl, hfcl limited, Hfcl Ltd",NIFTY 500
H.G.Infra Engineering Limited,HGINFRA,NS,"H.G. Infra, H.G. Infra Engineering, H.G. Infra Engineering Ltd., h.g.infra engineering, h.g.infra engineering limited, HGINFRA",NI
Hinduja Global Sols. Ltd.,HGS,NS,"HGS, Hinduja Global Sols., hinduja global sols., hinduja global sols. ltd., Hinduja Global Solutions, Hinduja Global Solutions Limited",NI
Hikal Limited,HIKAL,NS,"Hikal, hikal, HIKAL, hikal limited, Hikal Ltd",NI
Highway Infrastructure L,HILINFRA,NS,"Highway Infra, Highway Infrastructure, highway infrastructure l, Highway Infrastructure Limited, Highway Infrastructure ltd, HILINFRA",NI
Hilton Metal Forging Limited,HILTON,NS,"HILTON, hilton metal forging, Hilton Metal Forging, hilton metal forging limited, Hilton Metal Forging Ltd.",NI
Himatsingka Seide Limited,HIMATSEIDE,NS,"HIMATSEIDE, Himatsingka, himatsingka seide, Himatsingka Seide, himatsingka seide limited, Himatsingka Seide Ltd.",NI
Hindalco Industries Limited,HINDALCO,NIFTY METAL,"HINDALCO, Hindalco, hindalco industries, Hindalco Industries, hindalco industries limited, hindalco industries ltd, Hindalco Industries Ltd.","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Hindustan Composites Ltd.,HINDCOMPOS,NS,"HINDCOMPOS, Hindustan Composites, hindustan composites, Hindustan Composites Limited, hindustan composites ltd.",NI
Hindcon Chemicals Limited,HINDCON,NS,"HINDCON, Hindcon, hindcon chemicals, Hindcon Chemicals, hindcon chemicals limited, Hindcon Chemicals Ltd.",NI
Hindustan Copper Limited,HINDCOPPER,NIFTY METAL,"HINDCOPPER, Hindustan Copper, hindustan copper, hindustan copper limited, Hindustan Copper Ltd",NIFTY 500
Hindustan Oil Exploration,HINDOILEXP,NS,"HINDOILEXP, hindustan oil exploration, Hindustan Oil Exploration Co., Hindustan Oil Exploration Company, Hindustan Oil Exploration Company Ltd.",NI
Hindustan Petroleum Corp,HINDPETRO,NIFTY OIL & GAS,"HINDPETRO, Hindustan Petroleum, hindustan petroleum, hindustan petroleum corp, Hindustan Petroleum Corp. ltd., Hindustan Petroleum Corporation, Hindustan Petroleum Corporation Limited","NIFTY 200, NIFTY 500"
Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,"HINDUNILVR, hindustan unilever, Hindustan Unilever, Hindustan Unilever Limited, hindustan unilever ltd, hindustan unilever ltd., HUL","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Hindware Home Innovation Limited,HINDWAREAP,NS,"Hindware, Hindware Home Innovation, hindware home innovation, hindware home innovation limited, Hindware Home Innovation Ltd., HINDWAREAP",NI
Hindustan Zinc Limited,HINDZINC,NIFTY METAL,"hindustan zinc, Hindustan Zinc, hindustan zinc limited, Hindustan Zinc Ltd, HINDZINC, HZL","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Hind Rectifier Limited,HIRECT,NS,"Hind Rectifier, hind rectifier, hind rectifier limited, Hind Rectifier Ltd., Hirect, HIRECT",NI
Hisar Metal Ind. Limited,HISARMETAL,NS,"hisar metal ind., Hisar Metal Ind., hisar metal ind. limited, Hisar Metal Industries Limited, Hisar Metal Industries Ltd., HISARMETAL",NI
Hi-Tech Pipes Limited,HITECH,NS,"hi-tech pipes, Hi-Tech Pipes, hi-tech pipes limited, Hi-Tech Pipes Ltd., HITECH",NI
Hitech Corporation Limited,HITECHCORP,NS,"Hitech, Hitech Corp, Hitech Corp. Ltd., Hitech Corporation, hitech corporation, hitech corporation limited, Hitech Corporation Ltd, HITECHCORP",NI
Hle Glascoat Limited,HLEGLAS,NS,"Hle Glascoat, hle glascoat, hle glascoat limited, Hle Glascoat Ltd., HLEGLAS",NI
Hlv Limited,HLVLTD,NS,"hlv, Hlv, hlv limited, Hlv ltd., HLVLTD",NI
Hma Agro Industries Limited,HMAAGRO,NS,"Hma Agro, hma agro industries, hma agro industries limited, Hma Agro Industries Ltd. Hma Agro Industries, HMAAGRO",NI
Hindustan Media Vent Limited,HMVL,NS,"hindustan media vent, hindustan media vent limited, Hindustan Media Vent Ltd. Hindustan Media Vent, Hindustan Media Ventures, Hindustan Media Ventures Limited, Hindustan Media Ventures Ltd., HMVL",NI
Hindustan Foods Limited,HNDFDS,NS,"hindustan foods, Hindustan Foods, hindustan foods limited, Hindustan Foods Ltd., HNDFDS",NI
Home First Fin Co Ind Limited,HOMEFIRST,NS,"home first fin co ind, home first fin co ind limited, Home First Fin Co Ind. Home First Fin Co Ind Ltd, Home First Finance Company India, Home First Finance Company India Limited, Home First Finance Company India Ltd., HOMEFIRST",NIFTY 500
Honasa Consumer Limited,HONASA,NS,"HONASA, Honasa, Honasa Consumer, honasa consumer, honasa consumer limited, Honasa Consumer Ltd., Honasa Consumer Private Limited, Honasa Consumer Pvt. Ltd.",NIFTY 500
Honeywell Automation Ind,HONAUT,NS,"HONAUT, Honeywell Automation, honeywell automation ind, Honeywell Automation Ind ltd., Honeywell Automation India, Honeywell Automation ltd., Honeywell India",NIFTY 500
Honda I Power Product Limited,HONDAPOWER,NS,"honda i power product, honda i power product limited, Honda India Power Product, Honda India Power Product Limited, Honda India Power Product ltd., HONDAPOWER",NI
Hp Adhesives Limited,HPAL,NS,"Hp Adhesives, hp adhesives, hp adhesives limited, Hp Adhesives Ltd, HPAL",NI
Hindprakash Industry Limited,HPIL,NS,"Hindprakash Ind. Ltd., Hindprakash Industries, Hindprakash Industries Ltd., Hindprakash Industry, hindprakash industry, hindprakash industry limited, Hindprakash Industry Ltd., HPIL",NI
Hpl Electric & Power Limited,HPL,NS,"HPL, Hpl Electric, Hpl Electric & Power, hpl electric & power, hpl electric & power limited, Hpl Electric & Power Ltd.",NI
Himadri Speciality Chem L,HSCL,NIFTY CHEMICALS,"Himadri Speciality, Himadri Speciality Chem, himadri speciality chem l, Himadri Speciality Chemical, Himadri Speciality Chemical Limited, HSCL",NIFTY 500
Ht Media Limited,HTMEDIA,NS,"ht media, Ht Media, ht media limited, Ht Media Ltd., HTMEDIA",NI
Hubtown Limited,HUBTOWN,NS,"HUBTOWN, hubtown, Hubtown, hubtown limited, Hubtown Ltd.",NI
Hsg & Urban Dev Corpn Limited,HUDCO,NIFTY MIDSMALL FINANCIAL SERVICES,"Housing & Urban Development Corporation ltd, Housing and Urban Development Corporation Limited, hsg & urban dev corpn, hsg & urban dev corpn limited, Hsg & Urban Dev Corpn Ltd., HUDCO","NIFTY 200, NIFTY 500"
Huhtamaki India Limited,HUHTAMAKI,NS,"Huhtamaki, HUHTAMAKI, Huhtamaki India, huhtamaki india, huhtamaki india limited, Huhtamaki India Ltd.",NI
Hyundai Motor India Limited,HYUNDAI,NS,"HYUNDAI, Hyundai Motor, hyundai motor india, Hyundai Motor India, hyundai motor india limited, Hyundai Motor India Ltd.","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Ice Make Refrigerat Limited,ICEMAKE,NS,"Ice Make Refrigerat, ice make refrigerat, ice make refrigerat limited, Ice Make Refrigerat Ltd., Ice Make Refrigeration, Ice Make Refrigeration Limited, ICEMAKE",NI
Icici Bank Ltd.,ICICIBANK,"NIFTY FINANCIAL SERVICES 25/50, NIFTY PRIVATE BANK","Icici Bank, icici bank, Icici Bank Limited, icici bank ltd, icici bank ltd., ICICIBANK","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500, NIFTY BANK, NIFTY FINANCIAL SERVICES"
Icici Lombard Gic Limited,ICICIGI,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK","cici Lombard General Insurance Company ltd., icici lombard, Icici Lombard General Insurance Company Limited, Icici Lombard Gic, icici lombard gic, icici lombard gic limited, Icici Lombard Gic Ltd., Icici Lombard Icici Lombard, ICICIGI","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY FINANCIAL SERVICES, NIFTY NEXT 50"
Icici Pru Life Ins Co Limited,ICICIPRULI,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","icici pru life ins co, icici pru life ins co limited, icici prudential, ICICI Prudential Life Insurance Company, ICICI Prudential Life Insurance Company Limited, ICICIPRULI","NIFTY 500, NIFTY FINANCIAL SERVICES"
Indo Count Industries Limited,ICIL,NS,"ICIL, indo count industries, Indo Count Industries, indo count industries limited, Indo Count Industries Ltd.",NI
Icra Limited,ICRA,NS,"Icra, ICRA, icra, icra limited, Icra Ltd",NI
Idbi Bank Limited,IDBI,NS,"IDBI, idbi bank, idbi bank limited, Idbi Bank Ltd. Idbi Bank",NIFTY 500
Vodafone Idea Limited,IDEA,NIFTY MIDSMALL IT & TELECOM,"IDEA, vodafone idea, Vodafone Idea, vodafone idea limited, Vodafone Idea Ltd.","NIFTY 200, NIFTY 500"
Ideaforge Techno Limited,IDEAFORGE,NS,"IDEAFORGE, ideaforge techno, Ideaforge Techno, ideaforge techno limited, Ideaforge Techno Ltd., Ideaforge Technologies",NI
Idfc First Bank Limited,IDFCFIRSTB,"NIFTY MIDSMALL FINANCIAL SERVICES, NIFTY PRIVATE BANK","idfc first bank, idfc first bank limited, idfc first bank ltd, Idfc First Bank Ltd. Idfc First Bank, IDFCFIRSTB","NIFTY 200, NIFTY 500, NIFTY BANK"
Indian Energy Exc Limited,IEX,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","IEX, indian energy exc, indian energy exc limited, Indian Energy Exc Limited, Indian Energy Exc Ltd., Indian Energy Excercise, ndian Energy Excercise Limited",NIFTY 500
Ifb Agro Industries Limited,IFBAGRO,NS,"Ifb Agro Industries, ifb agro industries, ifb agro industries limited, Ifb Agro Industries Ltd., IFBAGRO",NI
Ifb Industries Limited,IFBIND,NS,"ifb industries, Ifb Industries, ifb industries limited, Ifb Industries Ltd., IFBIND",NI
Ifci Limited,IFCI,NS,"IFCI, ifci, ifci limited, Ifci Ltd., Industral Fashion Corporation of India Limited, Industral Fashion Corporation of India Ltd.",NIFTY 500
Ifgl Refractories Limited,IFGLEXPOR,NS,"Ifgl, ifgl refractories, Ifgl Refractories, ifgl refractories limited, Ifgl Refractories Ltd., IFGLEXPOR",NI
Igarashi Motors India Limited,IGARASHI,NS,"IGARASHI, Igarashi Motors, igarashi motors india, igarashi motors india limited, Igarashi Motors India Ltd. Igarashi Motors India",NI
Indogulf Cropsciences Limited,IGCL,NS,"IGCL, Indogulf, Indogulf Cropsciences, indogulf cropsciences, indogulf cropsciences limited, Indogulf Cropsciences Ltd.",NI
Internatio Gemm Ins (I) L,IGIL,NS,"IGIL, internatio gemm ins (i) l, International Gemmological Institute (India) Ltd., International Gemmological Institute India ltd",NIFTY 500
Indraprastha Gas Limited,IGL,NIFTY OIL & GAS,"IGL, Indraprastha Gas, indraprastha gas, indraprastha gas limited, Indraprastha Gas Ltd.","NIFTY 200, NIFTY 500"
I G Petrochemicals Limited,IGPL,NS,"I G Petrochemicals, i g petrochemicals, i g petrochemicals limited, I G Petrochemicals Ltd., IGPL",NI
Iifl Finance Limited,IIFL,NS,"IIFL, Iifl Finance, iifl finance, iifl finance limited, Iifl Finance Ltd., India Infoline Finance Limited",NIFTY 500
Iifl Capital Services Limited,IIFLCAPS,NS,"Iifl Capital Services, iifl capital services, iifl capital services limited, Iifl Capital Services Ltd, IIFLCAPS",NI
Industrial Inv Trust Limited,IITL,NS,"IITL, industrial inv trust, Industrial Inv Trust, industrial inv trust limited, Industrial Inv Trust Ltd., Industrial Investment Trust, Industrial Investment Trust Limited, Industrial Investment Trust Ltd.",NI
Ikio Technologies Limited,IKIO,NS,"IKIO, Ikio Lighting Limited, Ikio Tech, Ikio Technologies, ikio technologies, ikio technologies limited",NI
Inventurus Knowledge So L,IKS,NS,"IKS, Inventurus Knowledge, inventurus knowledge so l, Inventurus Knowledge Solutions, Inventurus Knowledge Solutions Limited",NIFTY 500
Imagicaaworld Ent Limited,IMAGICAA,NS,"IMAGICAA, imagicaaworld ent, imagicaaworld ent limited, Imagicaaworld Ent Ltd., Imagicaaworld Entertainment, Imagicaaworld Entertainment Limited",NI
Indian Metals & Ferro,IMFA,NS,"IMFA, indian metals & ferro, Indian Metals & Ferro Alloys Ltd (IFMA), Indian Metals & Ferro Alloys Ltd. Indian Metals & Ferro Alloys",NI
Ind Motor Part & Acc Limited,IMPAL,NS,"IMPAL, ind motor part & acc, ind motor part & acc limited, Ind Motor Part & Acc Ltd., India Motor Parts & Accessories, India Motor Parts & Accessories Limited",NI
Incredible Industries Limited,INCREDIBLE,NS,"INCREDIBLE, incredible industries, Incredible Industries, incredible industries limited, Incredible Industries Ltd.",NI
Indbank Merch Bank,INDBANK,NS,"INDBANK, indbank merch bank, Indbank Merchant Bank",NI
Indegene Limited,INDGN,NIFTY500 HEALTHCARE,"Indegene, indegene, indegene limited, Indegene Ltd., INDGN",NIFTY 500
The Indian Hotels Co. Limited,INDHOTEL,NS,"INDHOTEL, the indian hotels co., The Indian Hotels Co. Limited, the indian hotels co. limited, The Indian Hotels Co. Ltd., The Indian Hotels Company Limited","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
The India Cements Limited,INDIACEM,NS,"India Cements, INDIACEM, The India Cements, the india cements, the india cements limited, The India Cements Ltd.",NIFTY 500
India Glycols Limited,INDIAGLYCO,NS,"india glycols, India Glycols, india glycols limited, India Glycols Ltd., INDIAGLYCO",NI
Indiamart Intermesh Limited,INDIAMART,NS,"Indiamart, INDIAMART, Indiamart Corporate, indiamart intermesh, Indiamart Intermesh, indiamart intermesh limited, Indiamart Intermesh Ltd.",NIFTY 500
Indian Bank,INDIANB,"NIFTY MIDSMALL FINANCIAL SERVICES, NIFTY PSU BANK","Indbank, indian bank, INDIANB","NIFTY 200, NIFTY 500"
Indian Card Clothing Co.,INDIANCARD,NS,"indian card clothing, indian card clothing co., INDIANCARD, The Indian Card Clothing Company, The Indian Card Clothing Company Ltd.",NI
Indian Hume Pipe Co. Ltd.,INDIANHUME,NS,"indian hume pipe co., indian hume pipe co. ltd., Indian Hume Pipe Company, INDIANHUME, The Indian Hume Pipe Co. Ltd, The Indian Hume Pipe Company Limited",NI
India Shelter Fin Corp L,INDIASHLTR,NS,"India Shelter Fin Corp, india shelter fin corp l, India Shelter Finance Corporation (ISFC), India Shelter Finance Corporation Limited, INDIASHLTR",NI
Interglobe Aviation Limited,INDIGO,NS,"INDIGO, IndiGo, interglobe aviation, Interglobe Aviation, Interglobe Aviation (IndiGo), interglobe aviation limited, Interglobe Aviation Ltd.","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Indigo Paints Limited,INDIGOPNTS,NS,"indigo paints, Indigo Paints, indigo paints limited, Indigo Paints Ltd., INDIGOPNTS",NI
Indiqube Spaces Limited,INDIQUBE,NS,"Indiqube, INDIQUBE, Indiqube Spaces, indiqube spaces, indiqube spaces limited, Indiqube Spaces Ltd.",NI
India Nippon Elect Limited,INDNIPPON,NS,"india nippon elect, india nippon elect limited, India Nippon Electricals, India Nippon Electricals ltd., INDNIPPON",NI
Indo Amines Limited,INDOAMIN,NS,"indo amines, Indo Amines, indo amines limited, Indo Amines Ltd, INDOAMIN",NI
Indo Borax & Chemical Limited,INDOBORAX,NS,"indo borax & chemical, indo borax & chemical limited, Indo Borax & Chemicals, Indo Borax & Chemicals Ltd, INDOBORAX",NI
Indoco Remedies Ltd.,INDOCO,NS,"INDOCO, indoco remedies, Indoco Remedies, Indoco Remedies Limited, indoco remedies ltd.",NI
Indo Farm Equipment Limited,INDOFARM,NS,"Indo Farm, Indo Farm Equipment, indo farm equipment, indo farm equipment limited, Indo Farm Equipment Ltd, INDOFARM",NI
Indo Rama Synthetics Limited,INDORAMA,NS,"Indo Rama, Indo Rama Synthetics, indo rama synthetics, Indo Rama Synthetics (India), indo rama synthetics limited, Indo Rama Synthetics Ltd., INDORAMA",NI
Indostar Capital Fin Limited,INDOSTAR,NS,"INDOSTAR, indostar capital fin, indostar capital fin limited, Indostar Capital Fin Ltd, Indostar Capital Finance, Indostar Capital Finance Limited",NI
Indo Tech Transformers Ltd.,INDOTECH,NS,"Indo Tech Transformers, indo tech transformers, Indo Tech Transformers Limited, indo tech transformers ltd., INDOTECH",NI
Indo Us Biotech Limited,INDOUS,NS,"indo us biotech, Indo Us Biotech, indo us biotech limited, Indo Us Biotech Ltd., INDOUS",NI
Indowind Energy Limited,INDOWIND,NS,"INDOWIND, indowind energy, Indowind Energy, indowind energy limited, Indowind Energy Ltd.",NI
Indraprastha Medical Corp,INDRAMEDCO,NS,"INDRAMEDCO, indraprastha medical, indraprastha medical corp, Indraprastha Medical Corporation, Indraprastha Medical Corporation Ltd",NI
Ind Swift Laboratories Lt,INDSWFTLAB,NS,"Ind Swift Laboratories, Ind Swift Laboratories Limited, ind swift laboratories lt, INDSWFTLAB",NI
Ind Terrain Fashions Limited,INDTERRAIN,NS,"ind terrain fashions, Ind Terrain Fashions, ind terrain fashions limited, Ind Terrain Fashions Ltd., Indian Terrain Fashions, Indian Terrain Fashions Limited, INDTERRAIN",NI
Indusind Bank Limited,INDUSINDBK,"NIFTY MIDSMALL FINANCIAL SERVICES, NIFTY PRIVATE BANK","indusind bank, Indusind Bank, indusind bank limited, indusind bank ltd, Indusind Bank Ltd, INDUSINDBK","NIFTY 200, NIFTY 500, NIFTY BANK"
Indus Towers Limited,INDUSTOWER,NIFTY MIDSMALL IT & TELECOM,"Indus Towers, indus towers, indus towers limited, Indus Towers Ltd, INDUSTOWER","NIFTY 200, NIFTY 500"
Infibeam Avenues Limited,INFIBEAM,NS,"Infibeam, INFIBEAM, infibeam avenues, Infibeam Avenues, infibeam avenues limited, Infibeam Avenues Ltd",NI
Infobeans Techno. Ltd.,INFOBEAN,NS,"INFOBEAN, Infobeans, infobeans techno., Infobeans Techno. Limited, infobeans techno. ltd., Infobeans Technologies, Infobeans Technologies Limited",NI
Infomedia Press Limited,INFOMEDIA,NS,"INFOMEDIA, infomedia press, Infomedia Press, infomedia press limited, Infomedia Press Ltd",NI
Infosys Limited,INFY,NIFTY IT,"infosys, Infosys, infosys limited, Infosys Limited (INFY), Infosys Ltd, infosys ltd, INFY","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Ingersoll-Rand India Limited,INGERRAND,NS,"INGERRAND, Ingersoll-Rand, Ingersoll-Rand (India) Limited, Ingersoll-Rand India, ingersoll-rand india, ingersoll-rand india limited, Ingersoll-Rand India Ltd",NI
Innova Captab Limited,INNOVACAP,NS,"Innova Captab, innova captab, innova captab limited, Innova Captab Ltd, INNOVACAP",NI
Innovana Thinklabs Limited,INNOVANA,NS,"INNOVANA, Innovana Thinklabs, innovana thinklabs, innovana thinklabs limited, Innovana Thinklabs Ltd",NI
